FoodId;DanName;ProdName;EngName;SysName;MainGrp;SubGrp;Waste;NCF;FACF;PEF;FEF;CEF;Density;Remarks;PublStatus;LanguaL;GRIN;FISHBASE;BASIS;USDA;FIFood;UKFood;FRFood;DEFood;SEFood;NOFood;NLFood;ISFood;SPFood;ITFood;DateUpdated;UpdatedBy;Recipe;WaterYield;FatYield
0386;Bouillon, oksekød, koncentreret, terning;;Bouillon, beef, concentrated, cube;;15;00;0;6.25;0.900;;;;;;1;;;;;;;;;;;;;;;;;;;;
0387;Salt, stensalt, køkkensalt;;Salt, block;;14;20;0;6.25;0.800;;;;;;1;;;;;;;;;;;;;;;;;;;;
0388;Salt, bordsalt;;Salt, table;;14;20;0;0.00;0.000;;;;;;1;;;;;;;;;;;;;;;;;;;;
0389;Bagepulver;;Baking powder;;14;40;0;6.25;0.000;;;;;;1;;;;;;;;;;;;;;;;;;;;
0390;Frugtsaft, blandet, sødet, koncentreret;;Fruit juice, mixed, sweetened, concentrated;;06;80;0;6.25;0.800;;;;;;1;;;;;;;;;;;;;;;;;;;;
0391;Frugtsaft, blandet, usødet, koncentreret;;Fruit juice, mixed, unsweetened, concentrated;;06;80;0;6.25;0.800;;;;;;1;;;;;;;;;;;;;;;;;;;;
0394;Kødboller, dybfrost;;Meat balls, frozen;;15;00;0;6.25;0.900;;;;;;1;;;;;;;;;;;;;;;;;;;;
0397;Buddingpulver;;Pudding powder;;14;60;0;6.25;0.800;;;;;;1;;;;;;;;;;;;;;;;;;;;
0398;Makaroni, spaghetti, kogt;;Macaroni, spaghetti, boiled;;04;70;0;5.70;0.690;;;;;;1;;;;;;;;;;;;;;;;;;;;
0399;Kødboller, konserves;;Meat balls, canned;;15;00;0;6.25;0.900;;;;;;1;;;;;;;;;;;;;;;;;;;;
0401;Hyldebærsaft, sød, koncentreret;;Elderberry, juice, concentrated, sugar added;Sambucus nigra L.;06;80;0;6.25;0.800;;;;;;1;;;;;;;;;;;;;;;;;;;;
0402;Squash, zucchini, rå;;Squash, zucchini, raw;Curcubita pepo L.;05;30;5;6.25;0.714;;;;;;1;;;;;;;;;;;;;;;;;;;;
0403;Sojadrik, kommercielt tilberedt;;Soya milk, commercially prepared;;05;90;0;6.25;0.800;;;;;;1;;;;;;;;;;;;;;;;;;;;
0404;Kødextrakt, flydende, Bovril;;Meat extract, Bovril;;14;50;0;6.25;0.900;;;;;;1;;;;;;;;;;;;;;;;;;;;
0405;Peber, sort;;Pepper, black;Piper nigrum;14;10;0;6.25;0.956;;;;;;1;;;;;;;;;;;;;;;;;;;;
0406;Karry, pulver;;Curry powder;;14;10;0;6.25;0.800;;;;;;1;;;;;;;;;;;;;;;;;;;;
0407;Portvin;;Port;;13;50;0;6.25;0.800;;;;;;1;;;;;;;;;;;;;;;;;;;;
0408;Sherry, tør;;Sherry, dry;;13;50;0;6.25;0.800;;;;;;1;;;;;;;;;;;;;;;;;;;;
0409;Sherry, medium;;Sherry, medium;;13;50;0;6.25;0.800;;;;;;1;;;;;;;;;;;;;;;;;;;;
0410;Sherry, sød;;Sherry, sweet;;13;50;0;6.25;0.800;;;;;;1;;;;;;;;;;;;;;;;;;;;
0411;Vermouth, tør;;Vermouth, dry;;13;50;0;6.25;0.800;;;;;;1;;;;;;;;;;;;;;;;;;;;
0412;Vermouth, sød;;Vermouth, sweet;;13;50;0;6.25;0.800;;;;;;1;;;;;;;;;;;;;;;;;;;;
0413;Likør, Advocaat;;Liqueur, Advocaat;;13;55;0;6.25;0.800;;;;;;1;;;;;;;;;;;;;;;;;;;;
0414;Likør, Cherry Brandy;;Liqueur, Cherry Brandy;;13;55;0;6.25;0.800;;;;;;1;;;;;;;;;;;;;;;;;;;;
0415;Likør, Curacao;;Liqueur, Curacao;;13;55;0;6.25;0.800;;;;;;1;;;;;;;;;;;;;;;;;;;;
0416;Spirituosa, gennemsnitlige værdier;;Spirits, 70 % proof;;13;60;0;6.25;0.800;;;;;;1;;;;;;;;;;;;;;;;;;;;
0417;Oksekød, skank (osso-buco), rå;;Beef, shin + leg (shank), raw;Bos taurus;07;10;30;6.25;0.940;;;;;;1;;;;;;;;;;;;;;;;;;;;
0418;Oksekød, inderlår med kappe, rå;;Beef, topside "cap on", raw;Bos taurus;07;10;5;6.25;0.940;;;;;;1;;;;;;;;;;;;;;;;;;;;
0419;Oksekød, inderlår uden kappe, rå;;Beef, topside "cap off", raw;Bos taurus;07;10;0;6.25;0.940;;;;;;1;;;;;;;;;;;;;;;;;;;;
0420;Oksekød, yderlår, råt;;Beef, outside, round, raw;Bos taurus;07;10;5;6.25;0.940;;;;;;1;;;;;;;;;;;;;;;;;;;;
0421;Oksekød, klump uden kappe, rå;;Beef, thick flank "cap off", raw;Bos taurus;07;10;2;6.25;0.940;;;;;;1;;;;;;;;;;;;;;;;;;;;
0422;Oksekød, lårtunge, rå;;Beef, eye of round, raw;Bos taurus;07;10;2;6.25;0.940;;;;;;1;;;;;;;;;;;;;;;;;;;;
0423;Oksekød, culotte, rå;;Beef, rump, raw;Bos taurus;07;10;2;6.25;0.940;;;;;;1;;;;;;;;;;;;;;;;;;;;
0424;Oksekød, tykstegsfilet med kappe, rå;;Beef, rumpsteak "cap on", raw;Bos taurus;07;10;2;6.25;0.940;;;;;;1;;;;;;;;;;;;;;;;;;;;
0425;Oksekød, tykstegsfilet uden kappe, rå;;Beef, rumpsteak "cap off", raw;Bos taurus;07;10;2;6.25;0.940;;;;;;1;;;;;;;;;;;;;;;;;;;;
0426;Oksekød, tyndsteg med mørbrad, rå;;Beef, T-bone steak, raw;Bos taurus;07;10;12;6.25;0.940;;;;;;1;;;;;;;;;;;;;;;;;;;;
0427;Oksekød, tyndstegsfilet med fedtkant, rå;;Beef, sirloin, raw;Bos taurus;07;10;2;6.25;0.940;;;;;;1;;;;;;;;;;;;;;;;;;;;
0428;Oksekød, mørbrad, afpudset, rå;;Beef, fillet, defatted, raw;Bos taurus;07;10;0;6.25;0.940;;;;;;1;;;;;;;;;;;;;;;;;;;;
0429;Oksekød, højrebsfilet med kappe, rå;;Beef, striploin "cap on", raw;Bos taurus;07;10;12;6.25;0.940;;;;;;1;;;;;;;;;;;;;;;;;;;;
0430;Oksekød, entrecote med kappe, rå;;Beef, entrecote "cap on", raw;Bos taurus;07;10;10;6.25;0.940;;;;;;1;;;;;;;;;;;;;;;;;;;;
0431;Oksekød, højrebsfilet, afpudset, rå;;Beef, striploin "cap off", raw;Bos taurus;07;10;2;6.25;0.940;;;;;;1;;;;;;;;;;;;;;;;;;;;
0432;Oksekød, tykkam, rå;;Beef, chuck, raw;Bos taurus;07;10;15;6.25;0.940;;;;;;1;;;;;;;;;;;;;;;;;;;;
0433;Oksekød, mellemskært, råt;;Beef, neck, raw;Bos taurus;07;10;20;6.25;0.940;;;;;;1;;;;;;;;;;;;;;;;;;;;
0434;Oksekød, tyndbov + mellembov, rå;;Beef, shoulder, dorsal part, raw;Bos taurus;07;10;10;6.25;0.940;;;;;;1;;;;;;;;;;;;;;;;;;;;
0435;Oksekød, tykbov (marvpibebov), rå;;Beef, shoulder, ventral part;Bos taurus;07;10;35;6.25;0.940;;;;;;1;;;;;;;;;;;;;;;;;;;;
0436;Oksekød, spidsbryst, råt;;Beef, brisket, anterior part, raw;Bos taurus;07;10;15;6.25;0.940;;;;;;1;;;;;;;;;;;;;;;;;;;;
0437;Oksekød, tykbryst, råt;;Beef, brisket, middle part, raw;Bos taurus;07;10;15;6.25;0.940;;;;;;1;;;;;;;;;;;;;;;;;;;;
0438;Oksekød, tyndbryst, råt;;Beef, brisket, posterior part, raw;Bos taurus;07;10;15;6.25;0.940;;;;;;1;;;;;;;;;;;;;;;;;;;;
0439;Oksekød, tværreb, råt;;Beef, flatribs, raw;Bos taurus;07;10;20;6.25;0.940;;;;;;1;;;;;;;;;;;;;;;;;;;;
0440;Oksekød, slag, råt;;Beef, flank, raw;Bos taurus;07;10;5;6.25;0.940;;;;;;1;;;;;;;;;;;;;;;;;;;;
0441;Karameller, blandede;;Toffees, mixed;;12;90;0;6.25;0.800;;;;;;1;;;;;;;;;;;;;;;;;;;;
0442;Kartoffel, chips (franske kartofler), fedtreducerede;;Potato crisps, fatreduced;;05;90;0;6.25;0.950;;;;;;1;;;;;;;;;;;;;;;;;;;;
0443;Kartoffel, chips (franske kartofler);;Potato crisps;;05;90;0;6.25;0.932;;;;;;1;;;;;;;;;;;;;;;;;;;;
0444;Bolcher, blandede;;Sweets, boiled;;12;90;0;6.25;0.700;;;;;;1;;;;;;;;;;;;;;;;;;;;
0445;Lakridskonfekt;;Liquorice allsorts;;12;90;0;6.25;0.800;;;;;;1;;;;;;;;;;;;;;;;;;;;
0446;Mælkeis, uspec.;;Ice cream, dairy, (wholemilk based);;03;20;0;6.25;0.930;;;;;;1;;;;;;;;;;;;;;;;;;;;
0448;Vingummi;;Fruit gums;;12;90;0;6.25;0.800;;;;;;1;;;;;;;;;;;;;;;;;;;;
0451;Chokolade, fyldt;;Chocolate, fancy and filled;;12;90;0;6.25;0.800;;;;;;1;;;;;;;;;;;;;;;;;;;;
0452;Asier, syltede;;Cucumber, large, pickled;Cucumis sativus L.;05;90;0;6.25;0.800;;;;;;1;;;;;;;;;;;;;;;;;;;;
0453;Artiskok, rå;;Artichoke, raw;Cynara scolymus L.;05;20;60;6.25;0.800;;;;;;1;;;;;;;;;;;;;;;;;;;;
0454;Ansjos, marineret, konserves;;Anchovy, pickled, canned;Engraulis encrasicholus;08;90;0;6.25;0.796;;;;;;1;;;;;;;;;;;;;;;;;;;;
0455;Abrikos, konserves, let sukkerlage;;Apricot, canned, light syrup pack;Prunus armeniaca L.;06;90;0;6.25;0.700;;;;;;1;;;;;;;;;;;;;;;;;;;;
0457;Bambusskud, rå;;Bamboo shoots, raw;Phyllostachys bambusoides;05;20;30;6.25;0.800;;;;;;1;;;;;;;;;;;;;;;;;;;;
0458;Bambusskud, konserves, saltet;;Bamboo shoots, canned, salted;Phyllostachys bambusoides;05;90;0;6.25;0.800;;;;;;1;;;;;;;;;;;;;;;;;;;;
0459;Bambusskud, konserves, usaltet;;Bamboo shoots, canned, nonsalted;Phyllostachys bambusoides;05;90;0;6.25;0.800;;;;;;1;;;;;;;;;;;;;;;;;;;;
0460;Baked beans i tomatsovs, konserves;;Beans, baked i tomato sauce, canned;;05;90;0;6.25;0.760;;;;;;1;;;;;;;;;;;;;;;;;;;;
0461;Hirse, hele korn;;Millet, whole-grain;Panicum miliaceum;04;10;0;5.83;0.800;;;;;;1;;;;;;;;;;;;;;;;;;;;
0462;Fennikel, frø;;Fennel seed;Foeniculum vulgare;14;10;0;6.25;0.765;;;;;;1;;;;;;;;;;;;;;;;;;;;
0463;Sesamfrø, afskallede;;Sesame seed, decorticated;Sesamum indicum;06;50;0;5.30;0.956;;;;;;1;;;;;;;;;;;;;;;;;;;;
0464;Papaya, mamaja, træmelon, rå;;Papaya, pawpaw, raw;Carica papaya L.;06;40;33;6.25;0.800;;;;;;1;;;;;;;;;;;;;;;;;;;;
0465;Kiwi, rå;;Kiwi fruit, raw;Actinidia chinensis Planchon, var. deliciosa;06;40;14;6.25;0.800;;;;;;1;;;;;;;;;;;;;;;;;;;;
0466;Jordbær i sukkerlage, konserves;;Strawberries, canned;Fragraria x ananassa Duchesne;06;90;0;6.25;0.800;;;;;;1;;;;;;;;;;;;;;;;;;;;
0467;Jordbær, dybfrost, usukrede;;Strawberries, frozen, unsweetened;Fragraria x ananassa Duchesne;06;30;0;6.25;0.800;;;;;;1;;;;;;;;;;;;;;;;;;;;
0468;Jordbær, dybfrost, sukrede;;Strawberries, frozen, sweetened, whole;Fragraria x ananassa Duchesne;06;30;0;6.25;0.800;;;;;;1;;;;;;;;;;;;;;;;;;;;
0469;Pop Corn (poppede majskærner);;Pop corn, oil and salt added;Zea mays L.;17;10;0;6.25;0.900;;;;;;1;;;;;;;;;;;;;;;;;;;;
0470;Squash, alle typer, rå;;Squash, all varieties, raw;Curcubita pepo L.;05;30;10;6.25;0.800;;;;;;1;;;;;;;;;;;;;;;;;;;;
0471;Kuller, rå;;Haddock, raw;Melanogrammus aeglefinus;08;22;52;6.25;0.774;;;;;;1;;;;;;;;;;;;;;;;;;;;
0472;Mineralvand, sodavand, tilsat sukker, uspec.;;Soft drink, sugar added;;13;20;0;6.25;0.800;;;;;;1;;;;;;;;;;;;;;;;;;;;
0473;Mineralvand, sodavand, uden tilsat sukker, uspec.;;Soft drink, unsweetened, average values;;13;20;0;6.25;0.800;;;;;;1;;;;;;;;;;;;;;;;;;;;
0474;Mineralvand, dansk vand o.lign.;;Water, carbonated;;13;20;0;6.25;0.800;;;;;;1;;;;;;;;;;;;;;;;;;;;
0478;Flæskesvær, snacks;;Bacon crisps;;17;10;0;6.25;0.888;;;;;;1;;;;;;;;;;;;;;;;;;;;
0479;Solsikkefrø, afskallede, tørrede;;Sunflower seeds, decorticated, dried;Helianthus annuus L.;06;50;0;6.25;0.940;;;;;;1;;;;;;;;;;;;;;;;;;;;
0480;Hørfrø, rå;;Linseeds, raw;Linum usitatissimum L.;06;50;0;6.25;0.940;;;;;;1;;;;;;;;;;;;;;;;;;;;
0481;Hørfrøolie;;Linseed oil;Linum usitatissimum;11;20;0;6.25;0.956;;;;;;1;;;;;;;;;;;;;;;;;;;;
0482;Olivenolie;;Olive oil;Olea europaea;11;20;0;6.25;0.957;;;;;;1;;;;;;;;;;;;;;;;;;;;
0483;Rødtunge, rå;;Lemon sole, raw;Microstomus kitt;08;22;50;6.25;0.664;;;;;;1;;;;;;;;;;;;;;;;;;;;
0484;Kikærter, tørrede, rå;;Peas, chick/garbanzo, dry, raw;Cicer arietinum L.;05;40;0;6.25;0.800;;;;;;1;;;;;;;;;;;;;;;;;;;;
0485;Mungbønner, tørrede, rå;;Beans, mung, dried, raw;Phaseolus radiatus L.;05;40;0;6.25;0.800;;;;;;1;;;;;;;;;;;;;;;;;;;;
0500;Pizza, dybfrost, uspec.;;Pizza, frozen, average values;;15;13;0;6.25;0.900;;;;;;1;;;;;;;;;;;;;;;;;;;;
0502;Sukker, brun farin;;Sugar, brown;;12;10;0;6.25;0.800;;;;;;1;;;;;;;;;;;;;;;;;;;;
0506;Kaseinat, natrium-, Damipro RHV;;Caseinate, sodium, DAMIPRO RHV;;14;20;0;6.38;0.945;;;;;;1;;;;;;;;;;;;;;;;;;;;
0513;Grønkål, konserves;;Kale, canned;Brassica oleracea L. convar. acephala;05;20;0;6.25;0.800;;;;;;1;;;;;;;;;;;;;;;;;;;;
0514;Vallepulver, tørret;;Whey, sweet, dried;;01;90;0;6.38;0.945;;;;;;1;;;;;;;;;;;;;;;;;;;;
0515;Valle;;Whey, sweet, fluid;;01;80;0;6.38;0.945;;;;;;1;;;;;;;;;;;;;;;;;;;;
0516;Gedemælk;;Goat milk;;01;0;0;6.38;0.945;;;;;;1;;;;;;;;;;;;;;;;;;;;
0517;Lammebrissel, rå;;Sweatbread, lamb, raw;Ovis aries;07;40;0;6.25;0.735;;;;;;1;;;;;;;;;;;;;;;;;;;;
0518;Skorzonnerrod, rå;;Salsify, black, raw;Scorzonera hispanica L.;05;10;37;6.25;0.800;;;;;;1;;;;;;;;;;;;;;;;;;;;
0519;Wienerbrød, spandauer;;Danish pastry, square;;04;50;0;5.70;0.945;;;;;;1;;;;;;;;;;;;;;;;;;;;
0520;Wienerbrød, julekage;;Danish pastry, christmas cake;;04;50;0;5.70;0.945;;;;;;1;;;;;;;;;;;;;;;;;;;;
0521;Wienerbrød, smørkrans;;Danish pastry, butter ring;;04;50;0;5.70;0.945;;;;;;1;;;;;;;;;;;;;;;;;;;;
0522;Cheddar, 50+;;Cheese, hard, Cheddar, danish;;02;10;0;6.38;0.945;;;;;;1;;;;;;;;;;;;;;;;;;;;
0523;Mangofrugt, mangoblomme, mangga, rå;;Mangos, raw;Mangifera indica L.;06;40;31;6.25;0.800;;;;;;1;;;;;;;;;;;;;;;;;;;;
0524;Peberfrugt, konserves;;Pepper, sweet, canned;Capsicum annuum L. var. grossum (L.) Terpø;05;90;0;6.25;0.800;;;;;;1;;;;;;;;;;;;;;;;;;;;
0525;Skærekage, sandkage;;Sponge cake, pound cake;;04;50;0;6.25;0.945;;;;;;1;;;;;;;;;;;;;;;;;;;;
0526;Koriander, frø;;Coriander seed;Coriandrum sativum;14;10;0;6.25;0.918;;;;;;1;;;;;;;;;;;;;;;;;;;;
0527;Koriander, blade, tørrede;;Coriander, leaf, dried;Coriandrum sativum;14;10;0;6.25;0.918;;;;;;1;;;;;;;;;;;;;;;;;;;;
0528;Franskbrød;;Bread, white;;04;40;0;5.70;0.670;;;;;;1;;;;;;;;;;;;;;;;;;;;
0529;Grahamsbrød;;Bread, wholemeal;;04;40;0;5.83;0.780;;;;;;1;;;;;;;;;;;;;;;;;;;;
0530;Havregryn, uspec.;;Oats, rolled, average values;Avena sativa L.;04;20;0;5.83;0.940;;;;;;1;;;;;;;;;;;;;;;;;;;;
0531;Hvedemel;;Wheat flour;Triticum aestivum L.;04;30;0;5.70;0.670;;;;;;1;;;;;;;;;;;;;;;;;;;;
0532;Mariekiks;;Bisquit, sweet;;04;50;0;5.70;0.900;;;;;;1;;;;;;;;;;;;;;;;;;;;
0533;Knækbrød, hvede-, fint;;Crispbread, knackebrot, wheat, fine;;04;40;0;5.70;0.670;;;;;;1;;;;;;;;;;;;;;;;;;;;
0534;Rasp;;Bread-crumbs;;04;90;0;5.75;0.950;;;;;;1;;;;;;;;;;;;;;;;;;;;
0535;Rugbrød, lyst;;Rye bread, light;;04;40;0;5.83;0.898;;;;;;1;;;;;;;;;;;;;;;;;;;;
0536;Rugbrød, mørkt;;Rye bread, dark;;04;40;0;5.83;0.827;;;;;;1;;;;;;;;;;;;;;;;;;;;
0537;Rundstykke;;Bread, roll, danish;;04;40;0;5.70;0.730;;;;;;1;;;;;;;;;;;;;;;;;;;;
0538;Sigtebrød;;Bread, white;;04;40;0;5.75;0.700;;;;;;1;;;;;;;;;;;;;;;;;;;;
0539;Sigtemel;;Rye-flour, wheat-flour, bolted;;04;30;0;5.70;0.670;;;;;;1;;;;;;;;;;;;;;;;;;;;
0540;Småkage, uspec.;;Sweet bisquit, cookie;;04;50;0;5.70;0.930;;;;;;1;;;;;;;;;;;;;;;;;;;;
0541;Rugmel, groft, fuldkornsrugmel;;Rye flour, dark, whole meal;Secale cereale L.;04;30;0;5.83;0.730;;;;;;1;;;;;;;;;;;;;;;;;;;;
0542;Grahamsmel, fuldkornshvedemel;;Wheat, flour, wholemeal;Triticum aestivum L.;04;30;0;5.83;0.720;;;;;;1;;;;;;;;;;;;;;;;;;;;
0543;Bayonneskinke, udbenet;;Pork, ham, bayonne style, deboned;Sus scrofa;07;70;0;6.25;0.915;;;;;;1;;;;;;;;;;;;;;;;;;;;
0544;Spegepølse, oksekød;;Sausage, beef salami;;07;71;0;6.25;0.915;;;;;;1;;;;;;;;;;;;;;;;;;;;
0547;Rullepølse, lammekød;;Lamb, flank, spiced, cooked;;07;71;0;6.25;0.915;;;;;;1;;;;;;;;;;;;;;;;;;;;
0548;Hamburgerryg, kogt;;Pork, saddle, smoked, boiled;Sus scrofa;07;71;0;6.25;0.895;;;;;;1;;;;;;;;;;;;;;;;;;;;
0549;Salt kød;;Veal, eye of round, salted, boiled;;07;71;0;6.25;0.844;;;;;;1;;;;;;;;;;;;;;;;;;;;
0550;Sprængt nakke, svinekød;;Pork, neck, smoked, boiled;;07;71;0;6.25;0.915;;;;;;1;;;;;;;;;;;;;;;;;;;;
0551;Kogt oksebryst;;Beef brisket, soaked in brine;Bos taurus;07;71;0;6.25;0.915;;;;;;1;;;;;;;;;;;;;;;;;;;;
0552;Pølse, cervelatpølse;;Pork/beef sausage, saveloy type;;07;70;0;6.25;0.915;;;;;;1;;;;;;;;;;;;;;;;;;;;
0562;Leverpølse;;Sausage, liver sausage;;07;71;0;6.25;0.915;;;;;;1;;;;;;;;;;;;;;;;;;;;
0564;Skærekage, citronkage;;Plain cake, lemon cake;;04;50;0;5.70;0.93;;;;;;1;;;;;;;;;;;;;;;;;;;;
0565;Skærekage, chokoladekage/-pie;;Plain cake, chocolate cake;;04;50;0;5.70;0.93;;;;;;1;;;;;;;;;;;;;;;;;;;;
0566;Skærekage, mazarinkage;;Plain cake, frangipani cake;;04;50;0;5.70;0.93;;;;;;1;;;;;;;;;;;;;;;;;;;;
0567;Tørkage, mazariner;;Pastry, frangipani pastry;;04;50;0;5.70;0.93;;;;;;1;;;;;;;;;;;;;;;;;;;;
0568;Tørkage, napoleonshatte;;Pastry, napoleon hat;;04;50;0;5.70;0.93;;;;;;1;;;;;;;;;;;;;;;;;;;;
0569;Småkage, finsk brød;;Bisquit, sweet, 'finnish';;04;50;0;5.70;0.93;;;;;;1;;;;;;;;;;;;;;;;;;;;
0570;Småkage, vanillekranse;;Bisquit, sweet, vanilla flavoured;;04;50;0;5.70;0.93;;;;;;1;;;;;;;;;;;;;;;;;;;;
0571;Wienerbrød, kringle/stang;;Danish pastry, pretzel;;04;50;0;5.70;0.945;;;;;;1;;;;;;;;;;;;;;;;;;;;
0572;Roulade, uspec.;;Swiss roll, average values;;04;50;0;5.70;0.93;;;;;;1;;;;;;;;;;;;;;;;;;;;
0573;Roulade, abrikos-;;Swiss roll, apricot stuffing;;04;50;0;5.70;0.93;;;;;;1;;;;;;;;;;;;;;;;;;;;
0574;Roulade, hindbær-;;Swiss roll, raspberry stuffing;;04;50;0;6.25;0.93;;;;;;1;;;;;;;;;;;;;;;;;;;;
0580;Pølsebrød;;Bread, white, for sausages;;04;40;0;5.70;0.670;;;;;;1;;;;;;;;;;;;;;;;;;;;
0581;Wienerpølse, ristet;;Sausage, frankfurter, fried;;07;70;0;6.25;0.920;;;;;;1;;;;;;;;;;;;;;;;;;;;
0582;Wienerpølse (bayersk pølse), kogt;;Sausage, frankfurter, boiled;;07;70;0;6.25;0.920;;;;;;1;;;;;;;;;;;;;;;;;;;;
0583;Kartoffel, pommes frites, friturestegte;;Potato chips, deepfried;;05;90;0;6.25;0.950;;;;;;1;;;;;;;;;;;;;;;;;;;;
0585;Kylling, kød og skind, friturestegt;;Chicken, flesh and skin, deepfried;;09;90;0;6.25;0.920;;;;;;1;;;;;;;;;;;;;;;;;;;;
0586;Rødspætte, filet, paneret, friturestegt;;Plaice, fillet, battered, deepfried;;08;90;0;6.25;0.920;;;;;;1;;;;;;;;;;;;;;;;;;;;
0587;Sennep, brun, færdiglavet;;Mustard, brown, ready made;;14;10;0;6.25;0.920;;;;;;1;;;;;;;;;;;;;;;;;;;;
0588;Sennep, gul, færdiglavet;;Mustard, yellow, ready made;;14;10;0;6.25;0.92;;;;;;1;;;;;;;;;;;;;;;;;;;;
0589;Æg, hele, pasteuriseret, dybfrost;;Egg, hen, whole, pasteurized, frozen;;10;20;0;6.25;0.830;;;;;;1;;;;;;;;;;;;;;;;;;;;
0590;Æg, blomme, saltet, pasteuriseret, dybfrost;;Egg, hen, yolk, salted, pasteurized, frozen;;10;20;0;6.25;0.830;;;;;;1;;;;;;;;;;;;;;;;;;;;
0591;Æg, blomme, tilsat sukker, pasteuriseret, dybfrost;;Egg, hen, yolk, sugar added, pasteurized, frozen;;10;20;0;6.25;0.830;;;;;;1;;;;;;;;;;;;;;;;;;;;
0592;Æg, hvide, pasteuriseret, dybfrost;;Egg, hen, white, pasteurized, frozen;;10;20;0;6.25;0.830;;;;;;1;;;;;;;;;;;;;;;;;;;;
0593;Æg, langæg, kogt, dybfrost (DANÆG);;Egg, hen, whole, boiled, frozen;;10;20;0;6.25;0.830;;;;;;1;;;;;;;;;;;;;;;;;;;;
0594;Bulgur (hvedekerner, knækkede, parboiled), rå;;Wheat, cracked kernels, parboiled (bulgur), raw;Triticum aestivum L.;04;10;0;5.70;0.670;;;;;;1;;;;;;;;;;;;;;;;;;;;
0596;Nøddepasta, Nutella;;Nut paste, Nutella;;06;90;0;6.25;0.956;;;;;;1;;;;;;;;;;;;;;;;;;;;
0599;Makaroni, spaghetti, fuldkorns-, rå;;Macaroni, spaghetti, whole meal, raw;;04;70;0;5.70;0.690;;;;;;1;;;;;;;;;;;;;;;;;;;;
0601;Madeira;;Madeira;;13;50;0;6.25;0.800;;;;;;1;;;;;;;;;;;;;;;;;;;;
0602;Vinbjergssnegle, rå;;Snail, edible, raw;;08;40;0;6.25;0.920;;;;;;1;;;;;;;;;;;;;;;;;;;;
0623;Cognac;;Brandy, cognac;;13;60;0;6.25;0.800;;;;;;1;;;;;;;;;;;;;;;;;;;;
0624;Kvæde, rå;;Quinces, raw;Cydonia oblonga Miller;06;10;39;6.25;0.700;;;;;;1;;;;;;;;;;;;;;;;;;;;
0625;Nektarin, rå;;Nectarine, raw;Prunus persica (L.) Batsch var. nucipersica (L.) C. Schneid.;06;20;9;6.25;0.700;;;;;;1;;;;;;;;;;;;;;;;;;;;
0626;Abrikos, rå;;Apricot, raw;Prunus armeniaca L.;06;20;7;6.25;0.700;;;;;;1;;;;;;;;;;;;;;;;;;;;
0627;Guavabær, guajavabær, rå;;Guava, common, raw;Psidium guajava L.;06;30;20;6.25;0.800;;;;;;1;;;;;;;;;;;;;;;;;;;;
0628;Loganbær, frosne;;Loganberries, frozen;Rubus ursinus var. loganobaccus L.H. Bailey;06;30;0;6.25;0.700;;;;;;1;;;;;;;;;;;;;;;;;;;;
0629;Tranebær, rå;;Cranberry, raw;Vaccinium oxycoccus L.;06;30;5;6.25;0.700;;;;;;1;;;;;;;;;;;;;;;;;;;;
0630;Carambol, bilimbing, stjernefrugt, rå;;Carambola, raw;Averrhoa carambola L.;06;40;5;6.25;0.700;;;;;;1;;;;;;;;;;;;;;;;;;;;
0631;Cherimoya, chirimoya, rå;;Cherimoya, raw;Annona cherimolia Miller;06;40;35;6.25;0.700;;;;;;1;;;;;;;;;;;;;;;;;;;;
0632;Figen, rå;;Figs, raw;Ficus carica L.;06;40;1;6.25;0.700;;;;;;1;;;;;;;;;;;;;;;;;;;;
0633;Granatæble, punisk æble, råt;;Pomegranates, raw;Punica granatum L.;06;40;44;6.25;0.700;;;;;;1;;;;;;;;;;;;;;;;;;;;
0634;Kakifrugt (Sharon), rå;;Persimmon, kaki fruit, raw;Diospyros kaki L.;06;40;16;6.25;0.700;;;;;;1;;;;;;;;;;;;;;;;;;;;
0635;Kaktusfigen, rå;;Prickly pear, indian fig, raw;Opuntia ficus indica (L.) Miller;06;40;25;6.25;0.700;;;;;;1;;;;;;;;;;;;;;;;;;;;
0636;Kumquat, guldorange, dværgappelsin, rå;;Kumquats, raw;Fortunella japonica (Thunb.), Swingle;06;40;7;6.25;0.700;;;;;;1;;;;;;;;;;;;;;;;;;;;
0637;Lime, rå;;Lime, raw;Citrus aurantifolia (Christm.), Swingle;06;40;16;6.25;0.530;;;;;;1;;;;;;;;;;;;;;;;;;;;
0638;Litchi, lichiblomme, kinesisk blomme, rå;;Lychee, raw;Litchi chinensis Sonn.;06;40;40;6.25;0.700;;;;;;1;;;;;;;;;;;;;;;;;;;;
0639;Loquat, japansk mispel, rå;;Loquat, raw;Eriobotrya japonica (Thunb.) Lindley;06;40;38;6.25;0.700;;;;;;1;;;;;;;;;;;;;;;;;;;;
0640;Melbanan, grønsagsbanan, plantain, rå;;Plaintain, raw;Musa x paradisiaca L.;06;40;35;6.25;0.700;;;;;;1;;;;;;;;;;;;;;;;;;;;
0641;Cantaloupe (melon), rå;;Melon, cantaloup, raw;Cucumis melo L. var. cantaloupensis Naud.;06;40;49;6.25;0.700;;;;;;1;;;;;;;;;;;;;;;;;;;;
0642;Honningmelon, rå;;Melon, honeydew, raw;Cucumis melo L.;06;40;54;6.25;0.700;;;;;;1;;;;;;;;;;;;;;;;;;;;
